Input_Power,Speed,Output_Power,Efficiency
16.267852610945,129.819956679938,3.50490179727927,21.5429032157316
16.3793319242793,129.01779716657,3.51512960710724,21.4607808573819
16.4029596632524,127.40918319299,3.46941310790937,21.1500623679931
16.3011457382894,126.566387962621,3.46975720160579,21.2848599042002
16.2021221420147,126.936715634959,3.45774794428259,21.3368154364146
16.1486346172053,126.487845943508,3.47054628374541,21.4902899551446
16.1582023988408,126.698263527771,3.50886159045243,21.7132068131576
16.1868482770074,126.954940656687,3.44380909466193,21.2719715752689
16.180169520567,127.44299892968,3.37134679997687,20.8312754013675
16.074464813723,127.433224194366,3.32374826871855,20.6792756747863
16.0058667815452,126.845516015874,3.39714253853777,21.2247252954459
16.0058060893986,126.02292748695,3.43506284221992,21.4613415207659
16.1050196256589,127.071173963181,3.48243567246506,21.6211515264677
